age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,Class
36,0,0,0,0,-3.0,0
37,0,0,0,2,-1.0,0
56,0,0,0,31,-22.0,0
29,0,1,0,16,-1.0,0
30,0,0,0,0,-1.0,0
41,0,0,0,0,-1.0,0
26,0,0,0,6,0.0,0
20,0,0,0,0,-1.0,0
30,0,1,0,19,0.0,0
24,0,0,0,2,-60.0,0
36,0,0,0,11,-1.0,0
28,0,0,0,9,-1.0,0
28,0,0,0,1,-1.0,0
21,0,0,0,1,-1.0,0
26,0,0,0,2,-1.0,0
29,0,0,0,7,-1.0,0
55,0,0,0,16,-1.0,0
21,0,0,0,0,-1.0,0
34,0,0,0,2,-1.0,0
23,0,0,0,0,-1.0,0
49,0,0,0,3,0.0,0
23,0,0,0,2,-1.0,0
42,0,0,0,3,0.0,0
26,0,0,0,1,-1.0,0
20,0,0,1,1,-1.0,0
61,0,0,0,20,-1.0,0
25,0,0,0,0,-1.0,0
25,0,0,0,0,-1.0,0
62,0,0,0,0,-1.0,0
23,0,0,1,3,-1.0,0
20,0,0,2,0,0.0,0
30,0,0,0,0,-1.0,0
24,0,0,0,0,-1.0,0
32,0,0,0,1,-1.0,0
52,0,0,0,1,0.0,0
48,0,0,0,4,-1.0,0
38,0,0,0,5,-2.0,0
26,0,0,0,2,-60.0,0
19,0,0,0,2,-2.0,0
31,0,0,0,2,-1.0,0
29,0,2,1,7,0.0,0
22,0,0,0,3,-1.0,0
21,0,0,0,0,-1.0,0
49,0,0,0,2,-1.0,0
39,0,1,0,13,-1.0,0
61,0,0,0,11,-1.0,0
49,0,0,0,2,-1.0,0
33,0,0,0,4,-1.0,0
30,0,0,0,5,0.0,0
21,0,0,0,0,-1.0,0
30,4,0,0,12,0.0,0
65,0,0,0,0,-1.0,0
32,0,0,0,1,0.0,0
36,0,0,0,4,-1.0,0
55,0,0,0,19,-1.0,0
24,0,0,0,9,-1.0,0
34,0,0,0,1,0.0,0
29,0,0,0,2,-1.0,0
28,0,0,0,4,-1.0,0
30,0,0,0,21,0.0,0
31,0,0,0,7,-1.0,0
21,0,0,0,0,-1.0,0
32,0,0,0,7,0.0,0
20,0,0,1,2,-1.0,0
53,0,0,0,5,-1.0,0
25,1,4,0,10,-1.0,0
51,0,0,0,2,0.0,0
47,0,0,0,2,-1.0,0
21,0,0,0,1,-21.0,0
42,0,0,0,17,-1.0,0
21,0,0,1,2,-1.0,0
39,0,0,0,8,-75.0,0
24,0,0,0,0,0.0,0
57,0,0,0,1,-1.0,0
26,0,0,0,2,-1.0,0
55,0,0,0,33,-1.0,0
34,0,0,0,9,-75.0,0
25,0,0,0,2,-1.0,0
31,0,0,0,4,-1.0,0
28,0,0,0,5,-32.0,0
21,0,0,0,1,-1.0,0
26,0,0,0,0,-4.0,0
20,1,0,0,1,-1.0,0
29,0,0,0,3,-1.0,0
21,0,0,0,1,-1.0,0
34,0,0,0,3,-1.0,0
65,0,0,0,0,-1.0,0
31,0,0,0,1,-1.0,0
29,0,0,0,3,-1.0,0
36,0,0,0,4,74.0,0
47,0,0,1,19,-1.0,0
31,0,0,0,4,-3.0,0
28,0,0,0,2,-1.0,0
36,0,0,0,1,-1.0,0
48,0,0,0,0,-1.0,0
52,0,0,0,7,-1.0,0
24,0,1,2,8,-1.0,0
30,0,0,0,2,-1.0,0
45,0,0,0,1,0.0,0
42,0,0,0,5,-1.0,0
38,0,0,0,0,0.0,0
38,0,1,0,10,-1.0,0
32,2,0,2,11,0.0,0
39,0,0,0,2,0.0,0
27,0,0,0,2,-34.0,0
26,0,0,0,0,-1.0,0
30,0,0,0,14,-1.0,0
25,0,1,2,14,-1.0,0
26,0,0,0,7,81.0,0
45,0,0,0,0,-6.0,0
47,0,0,0,12,-98.0,0
27,0,0,0,1,-1.0,0
42,0,0,0,0,-1.0,0
42,0,0,0,7,-15.0,0
23,0,0,0,2,-1.0,0
48,0,0,0,10,-1.0,0
23,0,0,0,1,-2.0,0
41,0,0,0,1,-1.0,0
31,0,0,0,1,-22.0,0
28,0,0,0,1,-1.0,0
48,0,0,0,12,-1.0,0
24,0,0,0,0,-1.0,0
41,0,0,0,1,-1.0,0
28,1,0,0,12,-1.0,0
20,0,0,0,0,0.0,0
40,0,0,0,1,-1.0,0
22,0,0,0,4,-1.0,0
37,0,0,0,0,-2.0,0
32,0,1,0,0,0.0,0
26,0,0,0,9,0.0,0
46,0,0,0,1,-22.0,0
31,0,0,0,0,-1.0,0
20,0,0,3,2,-1.0,0
24,0,0,0,2,-1.0,0
31,0,0,0,7,-1.0,0
52,0,0,0,8,-1.0,0
19,0,0,0,0,-1.0,0
23,0,0,0,0,0.0,0
22,0,0,0,0,0.0,0
29,0,0,0,2,-57.0,0
53,0,0,0,0,0.0,0
42,0,0,0,1,-1.0,0
36,0,0,0,1,-1.0,0
38,0,0,0,3,-1.0,0
28,1,1,0,5,-1.0,0
43,0,0,0,1,-1.0,0
55,0,0,0,0,-2.0,0
24,0,0,0,1,-1.0,0
30,0,0,0,1,-1.0,0
21,0,0,0,5,-1.0,0
21,0,1,0,6,-1.0,0
30,0,0,0,0,-1.0,0
22,1,0,0,12,0.0,0
23,1,1,2,4,-1.0,0
36,0,2,0,17,-1.0,0
22,0,0,0,0,-1.0,0
21,0,0,2,4,-29.0,0
