vseismic,vseismoacoustic,vshift,vgenergy,vgpuls,vgdenergy,vgdpuls,vghazard,vnbumps,vnbumps2,vnbumps3,vnbumps4,vnbumps5,vnbumps6,vnbumps7,vnbumps89,venergy,vmaxenergy,Class
0,0,0,71840,255,54,28,0,1,0,1,0,0,0,0,0,6000,6000,0
0,1,1,32660,290,31,-42,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,42930,341,54,-11,0,5,2,3,0,0,0,0,0,6200,3000,0
0,1,1,28520,483,-19,5,1,3,3,0,0,0,0,0,0,1700,700,1
1,0,1,25090,383,78,30,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18250,67,95,68,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,55890,1204,-3,34,0,5,0,2,3,0,0,0,0,149000,80000,0
1,0,0,6970,154,-33,-25,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,40610,672,22,25,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,742750,3037,87,85,0,4,0,4,0,0,0,0,0,18000,8000,0
0,0,1,1661100,1772,52,32,0,1,0,1,0,0,0,0,0,9000,9000,0
0,1,0,14390,329,34,36,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,26720,53,21,21,1,1,0,1,0,0,0,0,0,1000,1000,0
0,1,1,33620,762,97,77,0,1,1,0,0,0,0,0,0,700,700,0
1,0,0,11700,181,15,-4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,157740,440,-31,-35,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,7590,233,-27,-38,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,8520,254,-32,2,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,53180,1048,34,70,2,0,0,0,0,0,0,0,0,0,0,0
0,2,1,124850,1014,191,53,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,7400,206,-31,-15,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,28960,444,14,0,0,1,1,0,0,0,0,0,0,300,300,0
1,0,0,12380,126,-56,-35,0,1,0,0,1,0,0,0,0,70000,70000,0
0,0,1,268170,1352,-41,-35,0,1,1,0,0,0,0,0,0,400,400,1
0,2,1,95180,1144,122,73,1,2,0,1,1,0,0,0,0,27000,20000,1
0,0,0,5440,126,-18,-28,0,1,1,0,0,0,0,0,0,300,300,0
1,1,0,23040,482,201,103,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,49930,1525,43,49,0,2,1,0,1,0,0,0,0,10200,10000,0
0,0,1,19370,351,-44,-38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1531530,1680,52,18,0,2,0,2,0,0,0,0,0,5000,3000,0
1,0,1,39100,868,36,10,0,1,0,0,1,0,0,0,0,30000,30000,0
0,0,0,53250,140,-19,-31,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,27810,265,-6,11,0,1,1,0,0,0,0,0,0,500,500,0
0,2,1,63410,767,57,21,2,1,1,0,0,0,0,0,0,600,600,0
1,1,1,46640,1439,88,116,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,32500,474,-5,10,0,1,1,0,0,0,0,0,0,700,700,0
1,0,1,401730,1329,-32,-31,0,3,2,0,1,0,0,0,0,91700,90000,1
0,1,0,7170,170,-27,-26,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,14660,229,-3,-25,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,118110,1660,-34,-15,0,1,0,1,0,0,0,0,0,2000,2000,1
0,0,1,102710,1159,-11,5,0,1,1,0,0,0,0,0,0,400,400,0
1,0,1,52360,1004,150,61,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,96760,1125,197,84,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,56550,1092,93,120,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,7460,189,-31,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,424650,1069,1,7,0,2,0,2,0,0,0,0,0,6000,4000,0
0,0,0,1070,10,-64,-75,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,20610,670,-41,-36,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,36530,700,27,42,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,16320,454,23,17,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,47600,763,78,68,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,38530,1232,3,18,0,1,1,0,0,0,0,0,0,700,700,0
0,1,0,68200,137,-5,-38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,19170,430,-1,29,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,720,2,-62,-95,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,34570,446,7,2,0,2,1,1,0,0,0,0,0,3300,3000,0
1,1,1,29520,779,-28,-32,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3390,13,55,-68,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,7400,169,-28,-54,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,15380,251,-34,-34,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,58850,236,-73,-74,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2020,18,-76,-76,0,1,1,0,0,0,0,0,0,400,400,0
1,0,1,20860,470,180,131,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,59210,705,73,23,0,2,0,2,0,0,0,0,0,4000,2000,0
0,0,1,21060,106,-61,-82,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7330,102,5,-42,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,32730,1209,353,506,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,32130,427,18,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,19740,888,103,105,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,19290,859,-51,-25,0,1,1,0,0,0,0,0,0,200,200,0
0,1,0,8780,226,-10,-1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,36860,681,0,12,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,0,3420,14,5,-65,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,557230,1642,2,11,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,9980,145,-3,-60,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,10320,311,-65,-38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11390,89,47,94,0,1,1,0,0,0,0,0,0,300,300,0
0,1,0,11140,295,4,22,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,38240,410,47,-15,0,1,1,0,0,0,0,0,0,100,100,0
0,0,1,368340,1325,-28,-4,0,1,0,1,0,0,0,0,0,2000,2000,0
1,1,0,11040,316,191,181,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,27830,190,-79,-90,0,4,0,4,0,0,0,0,0,19000,8000,0
1,1,1,61310,931,274,227,1,1,0,1,0,0,0,0,0,3000,3000,0
1,1,1,21770,292,35,28,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,640820,1235,-25,-23,0,1,0,1,0,0,0,0,0,5000,5000,0
1,0,0,5500,152,-51,-1,0,2,1,0,0,0,0,0,0,250,200,0
1,1,0,23200,366,179,118,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,447360,1332,-37,-33,0,2,1,1,0,0,0,0,0,8400,8000,1
1,1,1,33430,518,105,80,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,6220,111,52,40,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,28600,601,120,130,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1560,15,-48,-62,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,34350,462,15,5,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,27900,598,-45,-18,0,1,1,0,0,0,0,0,0,300,300,0
1,1,1,29710,473,-18,-20,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,51740,847,28,33,2,1,1,0,0,0,0,0,0,200,200,0
1,0,1,22910,629,72,62,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4230,126,-55,-61,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,22130,390,-10,-7,0,2,1,0,1,0,0,0,0,30300,30000,0
0,0,0,3020,19,-66,-85,0,1,0,1,0,0,0,0,0,2000,2000,0
1,0,0,26510,445,155,17,0,1,1,0,0,0,0,0,0,900,900,0
0,0,1,33660,248,9,28,0,4,2,2,0,0,0,0,0,11100,8000,0
1,0,1,32310,465,31,16,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,34800,450,17,1,0,2,1,1,0,0,0,0,0,3200,3000,0
0,0,1,395110,1043,46,40,0,3,0,3,0,0,0,0,0,6000,2000,0
0,0,1,5240,18,-96,-96,0,1,1,0,0,0,0,0,0,600,600,0
1,1,1,92780,1256,173,172,1,5,2,2,1,0,0,0,0,23500,20000,1
0,0,0,75670,207,18,4,0,1,1,0,0,0,0,0,0,600,600,0
0,1,0,22930,328,88,36,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,11090,639,54,249,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,69660,362,-10,-8,0,2,2,0,0,0,0,0,0,800,500,1
0,2,0,11350,94,-87,-84,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,42390,356,-48,-7,0,3,1,2,0,0,0,0,0,6600,3000,0
0,1,1,13330,671,-64,-39,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,66320,1644,72,53,0,2,0,2,0,0,0,0,0,6000,5000,0
1,0,1,11320,514,-15,33,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,19500,678,112,122,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,8380,47,-78,-85,0,1,0,1,0,0,0,0,0,6000,6000,0
1,0,1,452730,1349,-34,-31,0,3,0,1,2,0,0,0,0,64000,30000,0
1,1,1,26750,408,8,-10,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,14670,44,23,10,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,134870,2096,-17,4,0,4,2,2,0,0,0,0,0,5100,3000,0
0,1,0,20060,57,87,12,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,75050,675,134,5,0,3,0,3,0,0,0,0,0,13000,8000,0
1,0,1,13960,293,-12,12,0,1,0,0,1,0,0,0,0,30000,30000,0
0,0,0,3540,186,62,74,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,59360,1033,107,31,0,2,1,1,0,0,0,0,0,2400,2000,1
0,0,0,7410,133,6,-20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5400,39,2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,11830,201,-27,-18,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,248900,739,-9,0,1,1,1,0,0,0,0,0,0,400,400,0
0,0,1,21670,132,-31,-34,0,3,2,1,0,0,0,0,0,3400,2000,0
1,1,1,17310,485,-3,6,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,23860,269,-11,-38,0,1,1,0,0,0,0,0,0,200,200,0
0,1,1,32920,363,32,-27,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,30810,591,23,-5,2,1,1,0,0,0,0,0,0,200,200,0
0,1,0,15300,29,-19,-45,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,18180,609,-47,-36,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,33540,570,-6,34,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,40280,840,284,278,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,167100,1690,-7,-6,0,1,0,1,0,0,0,0,0,7000,7000,1
1,1,1,40560,1130,82,90,0,2,2,0,0,0,0,0,0,1200,700,0
0,0,0,15400,24,-59,-69,0,1,0,1,0,0,0,0,0,1000,1000,0
0,1,1,66030,812,112,52,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,3530,131,-71,-46,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9980,170,-54,-13,0,1,0,1,0,0,0,0,0,1000,1000,0
0,0,0,1820,55,-34,38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,39900,573,45,19,0,1,0,0,1,0,0,0,0,40000,40000,0
0,0,1,22900,332,20,-1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,7300,159,210,83,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9700,216,-22,-14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,18470,525,-46,-41,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9430,44,-50,-17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5760,65,-36,-70,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,166180,448,-30,-19,0,1,1,0,0,0,0,0,0,400,400,0
0,1,0,5880,175,-40,-24,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,5520,171,-38,-8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,49480,579,42,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,64290,495,34,31,0,3,1,2,0,0,0,0,0,5100,4000,0
0,0,0,76150,260,-52,-50,0,1,0,1,0,0,0,0,0,4000,4000,0
0,1,1,23710,387,-32,-31,0,1,0,1,0,0,0,0,0,1000,1000,0
0,1,0,1860,33,-78,-30,0,1,0,1,0,0,0,0,0,4000,4000,1
0,0,0,4310,29,15,-28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,19680,411,-38,-3,0,2,0,2,0,0,0,0,0,10000,8000,0
0,1,1,12440,333,-63,-38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,17910,86,-85,-79,0,4,0,4,0,0,0,0,0,12000,6000,0
0,1,1,20580,436,-30,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,27040,347,-3,-26,0,1,1,0,0,0,0,0,0,200,200,0
1,0,1,74940,360,31,15,0,2,2,0,0,0,0,0,0,500,400,0
0,0,0,6260,268,-33,-11,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,33400,749,81,52,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3120,190,-75,-24,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,11230,27,2,-32,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,58230,279,8,27,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,590,11,-74,-72,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8690,262,-6,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,13070,282,-11,-12,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,72090,1139,338,147,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,44190,696,201,129,0,1,0,1,0,0,0,0,0,2000,2000,0
0,0,0,3550,38,-89,-82,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,17710,191,-22,-52,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,32470,388,15,-17,0,1,0,0,1,0,0,0,0,80000,80000,0
1,1,1,1283710,1556,17,9,0,2,1,0,1,0,0,0,0,40600,40000,0
1,1,1,27960,591,-1,23,0,1,0,1,0,0,0,0,0,2000,2000,0
