V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,Class
875,-148,2597,2126,2336,-156,839,-118,2938,178,1759,1412,404,2,1721,-892,-77,-244,-1216,426,0
836,-307,834,1166,-89,-885,1174,-75,112,-638,8,1611,303,-15,-849,1055,-158,211,-314,-628,0
26,-57,103,-776,1586,375,247,3389,556,895,57,133,143,381,-991,1178,1947,-1203,1557,-429,0
-1383,2075,-342,498,3187,-74,-847,-2744,382,1298,-4816,-3107,-1111,1066,-3268,1194,-831,6522,126,-2976,1
-3208,4083,2429,4351,-1804,2137,-1038,-33,-623,359,-1742,1707,-202,464,402,-3273,-469,-2489,2801,964,1
-222,-652,-1345,772,-777,1179,335,1128,202,32,159,-1221,78,764,-72,1384,121,-147,-34,626,0
805,-324,155,1572,-1001,1197,1339,1311,623,-26,-871,532,27,2354,853,1651,-68,1276,115,-292,0
1131,-393,-84,1382,168,-21,232,-447,2379,61,89,-1284,929,-1299,32,-116,546,978,137,493,0
-523,572,102,4034,-802,-1988,1076,-315,578,-732,198,-2059,4902,-982,-4684,-1048,2724,-3905,876,1689,1
679,41,-538,779,73,1514,2301,625,1197,-57,862,837,-275,1312,1496,-2494,-791,145,865,2635,0
-1163,-543,1239,446,-3732,-1951,166,-162,1399,-137,-46,72,-276,-322,1301,-282,-83,1108,2262,1392,1
71,-422,-159,981,1312,-1272,-43,1426,162,551,0,988,-89,121,1041,3443,37,498,1376,335,0
2234,1126,-165,22,3284,1268,-995,-2764,707,-4485,-1389,877,137,823,93,-337,513,398,-3631,-561,1
2187,683,1536,1195,705,-234,-154,1486,274,336,-132,-12,1022,687,1072,-856,1445,-543,-165,521,0
836,-708,-1765,2345,-2066,-1043,1371,164,1636,684,-53,-91,138,2246,-311,971,28,102,1847,-593,0
361,-16,132,1137,1815,535,23,-526,2111,1792,1744,859,931,1025,1292,2462,69,1033,846,-445,0
421,281,1786,232,84,-9,97,1226,354,696,2066,132,1186,14,647,-6,-1739,-515,2528,1107,0
-1358,-3033,-1484,-1254,1164,-504,988,-243,-2396,121,-1831,143,2022,-3252,-776,73,-2434,432,-856,1576,1
-776,752,72,-868,1098,2993,63,1411,337,-222,1203,2093,-299,1555,199,182,456,712,816,-637,0
-824,2055,1112,1342,2091,1853,826,1371,559,503,588,635,-98,405,725,915,6,1972,728,42,0
-1129,-292,-1055,1002,2897,-2584,554,-4022,1199,-2187,-117,-1744,-3748,3412,744,3165,157,-239,1632,1213,1
-721,108,38,886,141,1894,-212,761,-859,-267,1939,231,-659,-78,1832,-1093,-814,588,1604,1256,0
-3499,-1722,-696,28,494,-144,-45,3042,892,34,-812,1785,-4086,-102,-299,1898,-602,184,163,-3022,1
3458,461,138,-2536,762,-1824,-1473,-437,-2474,-2505,-1541,-1348,-1918,966,1636,-743,118,265,-175,2498,1
212,283,547,2044,-278,613,1092,-667,26,6,737,878,-476,71,1134,-138,-106,398,28,733,0
1588,1513,671,-42,93,-507,-98,-557,1968,1939,-288,1401,-204,1032,-201,1298,936,1503,2536,1001,0
-15,1196,1517,339,-1123,362,1917,621,439,-221,2152,1373,1784,-86,-1112,-427,1408,399,2502,246,0
73,2674,1801,6,699,922,924,1182,43,256,1869,1675,52,815,-976,1819,-38,1387,-291,1753,0
-2908,513,-1413,4797,-2167,3702,544,2666,-459,1118,-312,-2663,-2273,2254,-2119,-2112,256,-135,1246,2181,1
1026,749,-811,833,1636,722,749,1099,-648,175,815,543,2068,424,482,1068,2008,-392,818,-739,0
59,-978,-4063,3044,1749,442,1303,-691,2824,-446,37,-385,-773,-102,-3502,388,801,-1507,2252,-291,1
561,586,1333,263,-525,-26,1131,1658,2153,458,-191,88,-2301,-2275,1418,321,1016,1353,924,65,0
-235,1687,808,606,-802,371,769,-181,258,558,134,-242,-1009,-1553,898,-771,882,-1684,-946,-626,0
2296,3022,-3412,59,16,2094,-4005,-523,416,-3273,484,-974,-447,-174,-2149,55,-2825,2074,78,1093,1
1374,-182,-145,881,1418,-382,161,-74,-308,-1755,94,3077,-477,-1462,1382,-1204,1034,-145,818,2234,0
1865,-1509,-588,-1738,824,-4141,2725,154,1815,56,1208,-113,1377,-3278,-81,172,-244,2004,1896,-759,1
2233,-208,-3101,-1814,-431,1156,-4124,751,-1192,-319,-2389,-1337,-293,23,-3488,1282,-2245,-1902,-124,95,1
289,651,505,406,1389,-255,479,132,1156,147,879,64,1308,-1049,61,-1156,2349,979,233,275,0
175,463,489,452,785,-608,163,1187,2806,-1318,-2485,-1007,501,1004,-657,-2361,277,-142,-444,2701,0
196,661,36,-2876,442,-313,2742,1455,-2698,-1796,139,-1886,344,-1952,-188,578,2536,-3314,1634,581,1
-1086,-1457,1267,-92,482,1956,507,647,-2102,1715,876,2115,1189,-1663,372,-121,133,-937,-2905,-1629,1
-148,-1069,1452,1846,-157,228,-16,-1143,-1068,988,-322,379,3317,-14,1058,1909,1229,529,2404,1406,0
1631,884,-1297,-2078,1444,-65,32,1759,471,1173,294,1916,-26,1542,1732,317,-1428,839,901,-996,0
1372,1185,136,-1528,-112,-121,164,1808,1813,683,1125,1231,1246,991,204,1289,14,-283,-2274,997,0
-61,-288,-1074,-24,-253,108,856,-277,576,1111,1238,219,-1466,-535,-1036,1606,1186,195,1446,1247,0
1072,-444,341,1067,-639,66,171,295,1295,4,179,-688,1203,19,-4,1708,107,-457,2151,292,0
822,-319,26,358,-109,-158,752,1138,286,-173,1946,-872,2082,-815,-1,1626,1582,-82,126,978,0
1048,-286,-22,-1782,-3793,2012,-1442,455,684,-2505,-3609,608,747,1106,-1566,918,44,576,1461,2171,1
-3509,5056,-1181,-626,412,1614,-1387,2637,23,261,-2008,435,-95,-587,-13,-1935,2007,3363,-3719,382,1
1507,371,644,-579,2622,-234,845,-835,1298,127,1504,224,-628,-393,1548,223,498,838,82,326,0
-1396,3772,-64,-196,393,2191,-2646,2962,-542,1041,-3095,4245,742,-113,-334,3008,44,-3357,1718,-3951,1
91,1279,-1829,-716,5993,1582,-47,2312,2495,-402,1714,-2828,-283,-3926,2157,-1567,-653,-3562,1521,-2672,1
1244,176,747,-1333,155,428,251,769,1462,1134,-117,1464,619,1647,1612,-241,1914,-1988,1162,793,0
-3753,-1059,1082,-1063,-2585,32,-464,1205,2242,-2352,-818,-504,1578,-683,-1911,-2028,2047,2584,2674,-622,1
3626,206,1264,254,2018,131,3329,-399,-1329,-39,-2053,1881,-2167,-258,205,-1246,2276,-2024,-3028,-1294,1
-202,1311,1943,-48,-2228,-492,2291,445,3699,-379,877,1106,-161,138,-1178,5223,2898,-2393,-2698,1627,1
1925,783,826,-465,-876,1117,-428,514,66,726,812,33,-1141,378,-562,1637,1432,2109,161,-1647,0
1372,2105,-49,1706,756,1614,316,-544,442,18,1337,147,604,-467,372,-1088,1545,-113,-1396,566,0
372,-536,642,68,-1032,317,-203,5778,-3891,84,-1895,3594,-577,97,376,1665,-1722,-327,744,27,1
3129,1611,1069,-138,649,-3,1077,1834,1763,897,397,-1694,-419,-921,693,-373,1017,2082,1326,-986,0
-44,-33,2247,968,-52,122,967,1559,-1098,55,504,776,53,-1154,294,1987,362,1064,825,1604,0
3206,-751,-1276,-486,2896,3115,-3215,-3142,-126,-3339,1588,-1531,-384,-4137,718,-776,-253,-3331,-3383,-277,1
-1016,94,557,579,-321,3297,-101,737,1662,681,1423,-991,768,-576,274,-267,1172,359,1591,1021,0
-217,-52,1343,1972,2189,1014,1072,152,1524,1423,543,-684,545,1355,1871,2083,-4,-303,-1658,-82,0
904,162,3419,734,-54,-346,-456,165,88,-746,-318,-573,-744,-368,2244,-403,-929,794,2327,-258,0
995,1109,-1413,-1593,957,1136,-57,329,61,-601,445,2595,269,964,-1321,3818,-5268,1192,-108,-1259,1
33,-1098,919,9,-157,242,907,-226,2997,155,2036,759,2254,1394,1808,585,252,3,194,49,0
1272,2323,792,102,724,-131,1077,157,-1487,-923,131,314,-79,-387,-451,113,-49,1332,-347,-107,0
-1082,1602,1603,256,985,259,-358,493,1306,-96,-96,1194,459,642,2052,519,1062,-1786,285,623,0
74,-448,-336,1398,1172,-182,135,1567,-12,-63,-292,1359,322,-383,474,64,493,1892,683,767,0
936,2333,1106,1104,1413,-176,24,-47,699,364,2122,-348,654,67,-403,-917,1629,629,-868,-64,0
-881,35,883,-942,886,-734,21,1695,-474,-591,269,501,706,231,1149,1224,1455,912,-986,648,0
-93,2505,2343,922,2474,1212,111,806,-707,2239,149,768,1987,1372,1875,25,247,-106,1663,48,0
-434,-807,-1879,3415,1167,903,836,-2355,-269,-132,-1225,-411,15,1478,-1598,-848,-876,816,2984,-1032,1
3,-426,-545,686,-392,122,-206,1175,118,68,879,-1503,-321,765,96,-582,1634,-74,-318,-1268,0
312,1357,476,-608,-1863,1538,24,393,1838,669,1637,-1432,28,-273,2404,732,887,873,798,896,0
1395,334,1658,1052,1329,-1266,-1112,-54,2172,-139,215,1037,1914,44,718,817,1667,1095,74,1846,0
-824,823,-721,254,3072,1668,-1686,-169,1807,2037,2985,3278,2889,-638,-2134,-1002,123,587,5544,1457,1
1501,358,915,2116,-1185,801,2046,-35,59,2162,-197,48,2453,-16,1214,-82,1692,992,1068,-438,0
-1555,-1419,-2481,617,1587,892,-4636,-818,917,2397,-1284,-1691,-1861,-1371,375,-544,-47,-2134,-2462,136,1
-883,-96,-1182,-4143,396,-206,-7,-2147,-2596,-2722,-2554,-249,2283,4325,-3675,89,103,192,-53,-1745,1
1833,-298,3425,3513,282,2114,-901,1245,514,534,3404,-228,4127,1449,-183,2974,-1079,1811,3071,678,1
-464,103,-4307,-861,-2692,2881,1745,-87,59,896,-934,-1837,948,871,-1581,-2027,2271,-9,-3762,-2837,1
47,704,-6,-421,2516,72,46,926,953,1529,875,767,983,923,1172,1469,233,52,727,91,0
97,1552,262,-942,657,1094,785,-446,371,-1137,-1,2228,22,9,-475,-66,22,26,-375,494,0
963,276,516,1114,-1694,-79,2361,128,191,984,542,942,524,1539,-75,981,256,58,-385,592,0
-1825,1956,-3594,-1429,1621,1263,-292,1661,-1028,358,-4042,-4568,93,-1301,3851,1012,-801,-3526,1689,-4366,1
1829,-219,-232,-1281,-3155,-745,-2494,469,-1971,-81,1621,1878,-1608,3534,-1215,-39,1,1288,-1119,1231,1
-1133,215,824,959,-868,727,-64,101,203,583,403,1772,497,803,-1781,1158,-2282,3,496,1101,0
3543,136,4852,4054,2302,-3901,1926,-224,-3199,-409,1493,-1669,-5642,-1028,-3548,-414,378,-1658,-2199,-137,1
922,-1045,134,1453,213,-27,227,973,634,693,-29,1926,225,2023,6,-116,74,-527,54,1745,0
226,315,-63,-328,1442,2186,1723,-2414,204,6,-405,-192,-5813,1397,483,-1072,4163,615,-643,-1,1
-1267,1197,-2496,-2496,-105,2801,3965,-2163,-1948,2284,-2269,1257,-23,-1204,1363,657,-596,1981,2598,1012,1
39,-5805,1877,1054,-106,-344,2691,3254,1906,1845,2818,634,2289,747,-484,594,68,-711,1059,1292,1
-422,553,585,806,971,1811,1055,207,-523,-1046,116,1464,-732,1645,1551,2924,494,2,-224,1029,0
-1159,471,172,-3456,214,-4022,1262,-4183,1804,-1058,-36,1085,538,2051,-3308,2051,-444,-406,407,-327,1
344,-69,375,285,131,296,457,-848,465,94,-458,-37,1331,-125,496,935,569,-899,-652,-174,0
1423,217,1697,1011,-272,-1579,-32,295,305,756,174,51,41,1548,1246,-1204,1853,214,1246,13,0
179,-432,1479,124,-76,125,465,648,195,1009,-871,-287,-285,-374,-1658,792,1858,1669,1805,93,0
775,202,1698,1161,49,-545,-389,1541,1671,241,956,1752,1149,1294,425,-868,651,977,528,1098,0
-603,-1491,111,-919,-387,558,808,-113,1811,554,2557,149,206,208,1554,88,262,1097,696,-387,0
2549,76,1593,-1015,904,-387,-908,165,626,-503,-2519,345,-192,-1449,687,72,21,-145,1224,2462,0
-1099,-683,1401,54,-1342,-431,1772,679,-1932,708,1579,323,-143,-93,518,-67,-1772,422,-1386,-235,0
-1278,-829,2322,1213,1276,2018,953,755,1641,206,348,1492,-607,873,429,-68,303,261,1322,786,0
3781,-118,-145,127,-1337,-1176,1917,-15,-978,-1095,1468,-1469,-2394,2843,3412,5417,215,-147,-518,48,1
-579,2334,2012,319,19,-355,922,156,45,24,348,1102,807,1589,105,-1044,317,1348,1,547,0
601,556,1174,-192,1199,-637,88,1681,131,-715,653,-232,1993,-1586,-164,-231,-1738,-279,173,-1533,0
1501,126,772,-982,2389,-358,-1806,2061,98,-1662,1076,1454,203,-165,794,-1342,472,1514,967,817,0
355,-796,2486,133,-1901,-295,-1208,69,-35,-512,-331,288,-81,1125,1407,11,-1019,-968,-449,558,0
-125,-2477,833,2253,-287,-1318,1691,-946,1092,-1241,-1923,1077,174,-699,1254,-4662,-3262,-963,-115,265,1
-1306,221,-958,726,1422,716,-157,-3034,2057,2695,-1057,352,-1352,-3371,-3328,-1823,-3114,-132,-173,711,1
176,-4,124,125,729,-1029,1165,307,-76,257,2726,-1359,699,-83,1696,672,542,-1,82,1421,0
814,-1592,348,58,494,-831,125,15,589,576,-1566,-1365,-396,1108,1592,-1103,-226,109,2203,2,0
-66,-414,141,1075,788,1241,1002,207,-398,-404,-459,1714,112,1989,1769,115,-196,343,72,-625,0
55,896,2568,1791,-81,-528,697,-98,1965,1247,-33,616,328,-692,979,1197,1429,767,386,342,0
1762,-97,-2742,-1908,2584,-2466,-831,-156,-1588,-698,-85,133,301,-1386,1734,-204,79,4564,166,-2298,1
-532,-1292,139,-2254,1426,-44,508,-11,82,1442,197,1664,408,-24,2747,1727,-231,-461,247,-29,0
-186,94,1086,1321,-406,657,933,902,428,189,-1552,395,-2631,657,1001,419,648,1009,-413,2217,0
774,-294,822,2262,2456,1687,-1973,1224,-2349,-2009,561,-1798,-834,-4192,128,2043,-3003,1142,-873,47,1
831,-93,244,2181,1852,1362,-127,1062,742,55,2152,2446,1828,-29,975,159,94,11,1467,1126,0
-488,-368,499,1687,1528,1952,-2643,2002,-1507,2499,-1957,221,-2795,2729,17,4863,-2,1816,1814,-3914,1
8,433,989,-837,132,-1893,2227,-5,-132,2122,-752,712,-2926,3561,-2564,-1964,418,601,-621,1869,1
1197,-2295,-1453,753,-407,3797,553,-3062,111,-1362,744,126,-2111,31,221,-1907,1245,-279,-1253,-3478,1
227,-2816,4337,-3615,-2786,-812,1562,-466,4356,1251,416,626,1936,2031,-449,4,-3702,2204,1315,-548,1
57,996,-43,-167,522,-116,-204,-391,254,2515,699,181,354,1521,737,626,41,12,63,274,0
-101,-652,1412,452,503,-161,-513,-863,-44,-673,549,282,313,1263,-481,-1975,71,-1169,925,-102,0
249,1038,-1038,839,-43,333,1341,3116,878,685,-78,631,2552,169,2359,-47,-235,222,1583,1101,0
1199,-1486,1831,-87,187,2425,-32,3085,-3914,-149,-518,406,993,-1409,404,-282,-194,1769,-2019,9,1
-85,944,521,1702,546,455,943,-156,802,306,17,531,-233,-951,-1067,1645,383,-151,1405,-546,0
1084,216,-974,1238,2505,-868,1119,1554,-663,-53,-873,1254,99,-908,788,609,864,2288,71,85,0
1349,1508,-1195,638,209,2686,1757,-216,-213,-132,-864,3716,-2469,1691,-773,-1597,2148,5267,839,-891,1
-1739,638,-502,227,-908,194,1279,674,206,1265,-126,1219,-99,1363,579,585,603,-592,1511,-74,0
-1309,-2774,2787,-348,2546,229,-296,297,44,841,2857,672,-194,-4783,203,-93,-916,1275,1314,-1779,1
92,-1012,-216,1103,-1201,213,-1322,-1065,-81,186,-339,48,1078,-118,1861,974,158,272,825,1472,0
-263,169,18,-2602,229,291,-18,-86,696,1011,1267,-362,703,-1451,-205,54,-2286,-162,1118,-716,0
-363,874,858,-391,253,-27,7,2476,3537,-125,1738,-1881,1046,946,1929,96,-248,672,15,689,0
3622,1041,1553,1719,173,-1172,306,-567,-735,-718,-3199,-536,3187,-3813,3613,1528,1816,-772,-3171,365,1
1703,1839,708,-1528,1208,-3523,-293,2529,149,-1106,3357,-184,-5114,-2111,236,-1756,-13,-106,1318,2613,1
27,3385,3034,1651,-2072,386,1216,-2594,4172,-2729,2075,-1408,167,1135,3629,-1119,1868,-1126,2614,907,1
905,421,73,-343,-899,2525,-203,115,-253,705,73,297,-9,-221,724,348,-8,777,878,-237,0
868,1703,-1214,2162,1096,1249,-945,-3064,1713,3415,1792,-293,-67,209,-2699,253,-2642,3973,-244,-432,1
58,-5,1734,-135,1427,1486,446,226,66,752,235,-665,-391,1724,-222,1739,489,-133,1595,643,0
-296,854,54,-417,142,-4889,-1805,-4748,3541,-863,132,-2251,-1207,-2987,-743,-925,1872,213,1044,2491,1
1088,624,22,-552,527,-422,183,368,1115,1584,552,2216,1145,279,546,11,2403,107,2519,443,0
2351,3,-2008,-957,3187,705,3402,3225,-116,-262,1846,1342,-457,1192,1207,553,-835,134,2884,-1223,1
1188,-1448,1416,649,-209,-1539,-883,18,-688,-1672,-4069,2615,2308,169,-3018,-1563,2988,-2167,2157,-777,1
-123,-1556,-872,-1004,-598,1532,-522,-1114,25,1431,9,1159,22,1746,-1837,-147,352,698,-838,377,0
1108,2132,-1707,555,-274,-694,559,-115,1865,1036,1548,1803,-416,-1095,-829,1419,-939,678,-71,1748,0
82,64,-733,-2534,-1901,-451,1578,-1654,-1903,11,404,-3059,-1244,-154,-1679,1618,-1065,-2158,298,-14,1
606,347,-1255,1202,1467,2496,52,302,1049,-296,484,1042,-366,643,1641,524,-245,747,407,-511,0
2581,76,-703,2455,572,2925,-366,1226,-1128,1017,-313,-1752,2184,1011,-912,1398,-1692,-1874,-1493,1695,1
1474,-464,-71,-329,-416,283,115,1583,1027,197,77,-825,2214,408,94,1169,519,-964,302,524,0
153,368,-5,1094,-1259,-1064,52,-464,583,1649,1952,-1876,1329,307,-774,-804,1152,95,2248,1608,0
-247,-2015,-1175,-572,-593,9,164,2663,15,253,-508,-14,887,752,-137,-1374,-803,915,623,211,0
138,96,323,-2286,-1859,1652,256,-23,-416,-1925,-1498,-2215,128,-12,282,2958,3639,-248,1125,1997,1
1903,9,-2618,-1226,921,767,144,2879,854,-3321,116,38,502,828,822,-1046,1851,201,-1628,1536,1
2482,-2635,-927,-1973,238,-216,4387,-2599,-3336,331,426,228,1202,-2683,1658,-3724,1555,-1828,-127,-1545,1
-83,-104,2431,-2144,13,3002,4436,-3078,2477,646,394,-2811,85,-1527,1834,-1066,-176,-425,4116,1474,1
-249,-2741,-345,-545,2372,-1421,1438,-2819,1624,28,-118,637,1842,-1773,1424,129,815,1574,-331,-4198,1
-1412,-739,-471,1241,2703,373,-2348,-293,-343,284,-338,-795,3134,2913,1172,-5503,-1885,-324,-4146,701,1
-1434,737,-1692,-706,831,-2546,-142,-1295,228,-3629,-3018,1433,-667,3198,-539,559,196,-2574,-244,-568,1
67,-1216,1515,-187,1331,93,1722,-1252,1658,-641,1255,396,-12,-118,1898,1056,584,406,-173,35,0
82,-638,-1034,-696,527,1109,982,1245,131,691,734,208,569,-432,2252,-1,825,1218,78,992,0
2044,-1796,16,-1615,-176,-3833,486,3047,3217,-467,841,-1546,2894,529,-3228,157,-6,-522,-1497,-679,1
96,482,528,207,17,-809,1968,515,926,1247,-588,562,1326,-918,-266,-36,246,-852,964,611,0
69,1096,436,2237,1391,12,1344,1062,1144,-36,713,-321,-226,-143,554,166,-1401,1574,-965,1271,0
-276,-69,896,1641,1647,-512,-787,328,999,1437,1713,981,-87,157,105,-237,2411,-323,-1191,-23,0
-867,-156,-159,-371,-693,1434,-1368,1035,1682,-423,-316,179,-891,-1257,-534,1174,1146,-125,515,409,0
1827,-848,-904,2049,-1746,406,-2491,24,519,-2644,-2718,86,-3188,-114,-5901,-1026,-1647,3883,-1974,3125,1
376,-14,1429,2136,-401,-577,69,-12,663,1272,-263,-1294,145,1007,-61,1589,-2151,1053,747,-63,0
-631,887,275,-281,-1422,-395,-16,-427,-32,1817,1912,-29,267,1617,1315,-499,-938,2588,-508,202,0
-204,3454,-56,344,87,858,-908,1193,1802,1273,716,1194,651,232,-539,1186,-39,176,1375,-436,0
-2209,-226,2279,2097,275,-1353,425,-1293,-244,-2083,3442,883,2408,398,2648,-2866,156,1506,-2404,-2923,1
56,971,2509,-3308,957,-921,-434,-1316,-4373,-64,-1078,-1974,2222,-1165,3308,1067,6482,474,-1954,419,1
29,877,1083,-353,569,1235,1536,446,236,-417,419,321,-886,45,-294,1003,59,-149,593,563,0
1085,3134,685,2367,2042,306,135,-8,1372,603,4634,197,1983,1895,199,2439,197,267,-2399,363,1
-2204,-1674,-1082,984,-606,-1869,-209,-108,2177,-1723,2443,149,-357,2664,1459,-299,-1446,-3675,-28,-3648,1
-2107,1064,1509,2571,1368,-2844,548,107,-29,-1493,-516,-141,-874,1698,-3724,-1101,3823,658,552,-389,1
251,1416,576,-509,145,59,2638,-1041,2655,1092,-623,365,1454,-655,118,1886,-184,174,1897,1206,0
-3749,1736,3068,566,1558,-2127,-3191,-129,-508,4587,-143,-2015,791,991,-396,1038,-2542,-916,135,927,1
-892,1352,634,35,506,1136,-1563,25,-308,-1812,606,34,978,258,24,146,1302,142,23,718,0
94,392,-1978,4172,-51,-562,-14,751,-679,-3439,-78,1413,3736,-55,-2703,2237,155,-1476,-398,2975,1
244,-69,191,2148,-124,1947,832,167,1253,-228,-216,701,1934,2402,1074,-303,653,-94,1514,1498,0
1465,-14,2248,1536,352,-1196,-2991,3901,1079,402,2252,-635,-1234,-1196,-1521,-1185,1635,-924,-2405,-5058,1
2732,-169,1948,-1,-1397,4615,82,-729,1638,742,1848,1561,-206,388,774,1649,1762,-426,1635,221,1
-153,2242,1233,2382,1326,627,-122,994,-186,119,1522,68,229,-22,1385,-326,1414,1412,2146,-752,0
-2252,-744,3261,-255,2541,-4883,2105,-1118,114,559,-2111,612,1296,1226,-882,-4964,-3152,-2865,-1153,2026,1
2153,1055,-3855,1408,-2088,-1363,1051,-988,-661,-34,-905,-299,282,-1571,-183,2281,-512,661,-625,-365,1
491,-4656,1256,787,616,-4816,-2138,-46,-4894,-1577,468,488,-873,-1574,101,-1585,-1622,-38,889,3366,1
424,-3244,-4438,-1361,1986,219,895,453,103,-248,-1228,111,2011,-8,-1014,-982,-3342,-174,-98,-1897,1
692,1484,158,1568,197,572,1812,-409,137,1536,1994,2074,1753,92,1064,351,2331,-218,-64,-247,0
2112,1323,-734,14,-1125,1954,896,-309,127,1789,149,22,724,39,1329,3,-855,19,2629,246,0
-781,1212,-826,1045,15,1445,316,-412,1263,38,966,-745,-1006,982,1673,878,-984,-149,366,1877,0
1262,518,2864,-1292,-5078,-47,313,417,-3454,-503,2544,1316,1242,-37,-2825,198,1296,-3698,1378,2362,1
2924,-25,-2432,-158,-24,2095,745,-938,-587,-2638,-846,-3926,-2975,-49,3046,-1879,1569,-626,-2033,-2086,1
-1816,-382,971,-345,-1824,-247,608,1067,438,413,798,-595,2877,-29,-241,76,-438,1211,2402,326,0
378,196,-733,1063,1297,842,446,-795,1994,1784,-196,1402,-197,185,-115,157,1172,153,257,621,0
583,2902,2414,-2936,-1629,1618,2913,-3423,1645,42,-3315,2473,-3117,-2584,344,-2037,1326,2051,-158,774,1
-3704,3466,-1852,379,-1881,379,-1568,2504,1714,-97,-1043,4036,2338,-3046,-792,196,1678,2589,2311,-3406,1
618,1512,206,-255,1279,2182,319,175,198,423,1806,1278,-1356,-135,-86,1287,16,434,1481,1107,0
189,124,1005,-475,444,757,175,-488,-575,1608,1472,1549,-155,-1723,1027,-1129,2771,-29,625,713,0
-467,525,-4402,-2576,1453,2955,3219,382,171,-3307,1032,1247,-2534,-1683,-563,-2851,466,1264,105,-2202,1
-551,1399,-266,-1098,306,891,884,936,1038,-771,853,79,-74,514,28,86,1182,422,1664,1157,0
-1239,1977,-449,-3166,3718,-182,683,651,2211,172,63,-4708,-4631,1218,2461,1552,-3084,1796,-3145,-38,1
572,1631,1102,208,-79,-1349,1374,-1299,833,312,-1163,-552,814,68,605,-45,786,1158,96,265,0
-185,107,157,-73,-802,1403,-131,951,-1146,-489,153,1218,-505,1453,1723,-534,626,1169,926,-956,0
782,-438,-1878,1187,84,-1316,1939,-378,-1923,-2213,1937,787,2257,-714,-1567,-116,2148,3059,-1442,-2039,1
217,244,1788,2197,35,-87,1032,1356,1905,1444,1288,1203,1813,117,-634,-1342,75,-148,1441,106,0
2029,-3381,-1886,44,-3561,1463,-1107,-1678,166,-1068,-395,-2259,1922,1161,-26,-4001,-1647,-566,1303,-1073,1
-875,36,-3821,2377,669,-13,3504,-2831,-974,3198,-1938,-1247,122,371,545,1338,995,2387,-1509,-442,1
117,2719,821,-295,7,-445,2778,-1281,1607,1887,727,586,1292,755,242,1306,22,1183,3265,-198,0
-629,1305,1945,778,2263,-809,1331,924,661,-244,131,154,627,123,-1073,-821,251,-43,968,585,0
146,-52,-34,-662,-475,894,-991,-707,1196,1623,1876,1664,1162,297,1669,1502,1241,1144,583,38,0
409,72,-29,2021,-14,1802,-809,-989,54,-224,-85,168,-583,-2,136,673,-96,1307,-1268,108,0
1255,3103,2082,-157,1606,-228,148,-1769,-5572,-2857,2398,-2076,2934,12,1034,-1596,882,-1521,678,1873,1
1171,1588,-1104,2539,1322,2422,481,-983,3529,652,1058,402,-1921,1788,-3704,-2202,-52,-454,-2523,1078,1
-844,997,-72,38,157,226,-523,582,946,314,461,2357,31,1837,498,-7,434,1286,877,-561,0
114,2714,-237,-2724,3857,-1244,-2496,-1862,4191,4718,6,-1291,-246,-193,-5012,79,346,-545,-1733,1767,1
933,3321,586,229,88,815,1294,467,332,1375,-54,329,1208,3296,493,134,-1233,-193,348,1161,0
-635,968,-1022,2476,478,9,3,1408,895,466,-448,-343,803,608,226,1822,-1524,633,1275,65,0
-311,-1268,1474,-893,-1837,1098,1071,16,1933,772,1674,-2548,-4513,-5078,-1195,-1205,-457,-117,1236,-1565,1
998,551,4497,1454,189,-1896,-111,598,1356,-3658,-3222,-107,546,-1678,774,-1804,-3361,937,-684,1027,1
1518,89,44,-1188,1492,395,-788,1085,1521,717,-231,2155,11,325,75,-25,259,3,-2002,251,0
-564,-61,2421,421,-2342,-2881,3328,-1612,-193,918,327,-537,-1464,-2582,-1529,2509,163,1753,2769,782,1
2043,-71,-2206,1492,153,-1733,-1893,-532,-134,-296,1754,-1602,2432,4399,1418,46,3227,758,1404,575,1
-3256,-567,-3781,27,1164,-468,-859,-1758,-237,24,-44,-71,-521,-4084,-588,-2154,1622,-257,1658,1707,1
-4,449,1584,1143,-657,1434,723,619,1032,2249,2184,-769,-284,802,736,527,477,982,-572,-32,0
917,-1322,-397,1255,363,1498,-536,-272,-957,332,72,-3045,-439,-66,-1506,-3389,878,728,771,-611,1
-678,1525,-1731,-21,601,3458,2054,-173,-2223,-316,-3225,-207,1136,-2662,-3855,1309,43,-3678,-4922,498,1
-72,415,3443,879,-162,-249,2218,1349,-2749,3338,-681,-1445,43,-1912,-2646,1827,1954,-3923,238,-5,1
-507,1394,562,857,296,-2474,9,298,1008,-105,-118,-636,-1179,-1462,628,-728,967,484,54,1086,0
-223,1036,759,1668,147,308,2522,1723,1065,87,-776,156,2296,1631,-228,254,707,1184,57,2178,0
-621,-229,-1062,362,-846,141,1505,322,929,-1157,-3,308,352,2795,2256,347,-63,2091,-177,-601,1
-2535,2783,-933,957,2996,3421,-1202,2603,-346,-546,236,199,412,-2003,112,-1049,2866,-1206,1497,1309,1
646,-1328,-706,2182,-343,1633,178,1231,1976,-2354,1179,-2175,909,-2712,578,202,185,361,-382,1221,0
-485,-17,-1324,-212,2579,928,1603,1366,89,2463,3604,-5773,-3228,174,-1519,-147,1212,-1266,567,291,1
-78,7,2667,1766,547,-107,-53,-1938,964,712,26,1063,3389,442,315,-774,-69,1231,-617,-815,0
