height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
17,171,2907,10.059,0.208,0.422,2.42,606,1226,250,1
7,19,133,2.714,0.286,0.632,1.65,38,84,23,1
1,379,379,379.0,0.963,1.0,60.83,365,379,6,2
9,38,342,4.222,0.444,0.898,2.71,152,307,56,1
5,5,25,1.0,0.52,1.0,2.17,13,25,6,1
6,43,258,7.167,0.337,0.969,1.67,87,250,52,1
9,533,4797,59.222,0.166,0.803,1.3,797,3853,612,1
8,36,288,4.5,0.458,0.958,2.06,132,276,64,1
8,24,192,3.0,0.328,0.625,1.75,63,120,36,1
7,13,91,1.857,0.286,0.989,1.73,26,90,15,1
8,16,128,2.0,0.453,0.68,2.9,58,87,20,1
9,22,198,2.444,0.288,0.818,2.48,57,162,23,1
23,132,3036,5.739,0.95,1.0,20.76,2885,3036,139,1
7,13,91,1.857,0.374,0.978,1.79,34,89,19,1
2,20,40,10.0,0.675,0.675,27.0,27,27,1,2
11,195,2145,17.727,0.358,0.781,3.0,768,1676,256,1
9,15,135,1.667,0.178,0.556,1.6,24,75,15,1
25,84,2100,3.36,0.443,0.82,8.45,930,1722,110,1
14,301,4214,21.5,0.257,0.564,2.37,1084,2378,458,1
16,367,5872,22.938,0.385,0.575,5.29,2258,3377,427,1
9,369,3321,41.0,0.329,0.639,2.67,1094,2122,409,1
8,7,56,0.875,0.429,1.0,2.67,24,56,9,1
8,49,392,6.125,0.406,0.742,1.81,159,291,88,1
10,98,980,9.8,0.379,0.835,2.22,371,818,167,1
8,43,344,5.375,0.34,0.892,1.83,117,307,64,1
4,17,68,4.25,0.309,0.559,3.5,21,38,6,1
12,40,480,3.333,0.46,0.592,7.62,221,284,29,1
6,62,372,10.333,0.234,0.852,1.36,87,317,64,1
8,29,232,3.625,0.384,0.884,2.07,89,205,43,1
14,300,4200,21.429,0.263,0.607,2.39,1106,2550,462,1
11,75,825,6.818,0.27,0.679,2.08,223,560,107,1
11,63,693,5.727,0.413,0.804,3.08,286,557,93,1
17,22,374,1.294,0.409,0.757,4.5,153,283,34,1
10,16,160,1.6,0.425,0.794,7.56,68,127,9,1
7,20,140,2.857,0.421,0.829,2.46,59,116,24,1
14,284,3976,20.286,0.236,0.698,2.24,938,2777,419,1
10,398,3980,39.8,0.342,0.745,2.44,1361,2965,557,1
7,23,161,3.286,0.447,1.0,1.95,72,161,37,1
10,48,480,4.8,0.36,0.863,2.16,173,414,80,1
7,11,77,1.571,0.351,0.961,1.35,27,74,20,1
5,4,20,0.8,0.4,0.7,2.67,8,14,3,1
8,36,288,4.5,0.427,0.924,1.98,123,266,62,1
6,184,1104,30.667,0.323,0.752,1.99,357,830,179,1
10,17,170,1.7,0.535,0.853,7.58,91,145,12,1
9,202,1818,22.444,0.087,0.254,1.3,158,462,122,1
21,68,1428,3.238,0.052,0.109,5.69,74,156,13,5
7,41,287,5.857,0.307,0.808,1.52,88,232,58,1
8,36,288,4.5,0.559,0.944,3.04,161,272,53,1
8,20,160,2.5,0.263,0.613,2.0,42,98,21,1
7,63,441,9.0,0.333,0.971,1.99,147,428,74,1
10,122,1220,12.2,0.273,0.54,2.03,333,659,164,1
59,84,4956,1.424,0.659,0.71,148.36,3264,3517,22,1
9,99,891,11.0,0.21,0.778,1.39,187,693,135,1
8,10,80,1.25,0.35,0.763,1.75,28,61,16,1
10,197,1970,19.7,0.144,0.589,1.25,284,1160,228,1
8,23,184,2.875,0.239,0.554,1.76,44,102,25,1
14,419,5866,29.929,0.373,0.603,4.51,2188,3535,485,1
1,14,14,14.0,1.0,1.0,14.0,14,14,1,2
10,44,440,4.4,0.318,0.87,1.75,140,383,80,1
20,32,640,1.6,0.43,0.555,21.15,275,355,13,1
8,55,440,6.875,0.243,0.657,1.39,107,289,77,1
8,16,128,2.0,0.328,0.969,1.91,42,124,22,1
5,13,65,2.6,0.154,0.662,10.0,10,43,1,1
6,21,126,3.5,0.238,0.738,1.58,30,93,19,1
7,1,7,0.143,1.0,1.0,7.0,7,7,1,4
8,525,4200,65.625,0.095,0.444,1.34,398,1865,297,1
10,64,640,6.4,0.439,0.889,2.58,281,569,109,1
12,22,264,1.833,0.621,0.788,9.65,164,208,17,1
1,95,95,95.0,1.0,1.0,95.0,95,95,1,2
8,121,968,15.125,0.431,0.98,3.11,417,949,134,1
7,7,49,1.0,0.327,0.898,2.29,16,44,7,1
9,172,1548,19.111,0.171,0.731,1.31,265,1131,202,1
5,32,160,6.4,0.431,0.988,1.47,69,158,47,1
8,8,64,1.0,0.5,1.0,2.91,32,64,11,1
8,25,200,3.125,0.515,0.815,2.64,103,163,39,1
12,2,24,0.167,0.625,0.667,15.0,15,16,1,4
8,27,216,3.375,0.282,0.87,1.36,61,188,45,1
9,152,1368,16.889,0.379,0.765,2.77,518,1047,187,1
9,43,387,4.778,0.377,0.922,2.25,146,357,65,1
12,168,2016,14.0,0.255,0.719,2.1,515,1449,245,1
6,7,42,1.167,0.429,0.881,3.6,18,37,5,1
9,331,2979,36.778,0.126,0.527,1.21,374,1570,308,1
1,54,54,54.0,0.944,1.0,17.0,51,54,3,2
1,104,104,104.0,0.971,1.0,50.5,101,104,2,2
8,36,288,4.5,0.299,0.531,2.21,86,153,39,1
8,52,416,6.5,0.325,0.877,1.75,135,365,77,1
10,37,370,3.7,0.324,0.692,1.85,120,256,65,1
6,96,576,16.0,0.217,0.797,1.45,125,459,86,1
10,81,810,8.1,0.279,0.81,2.11,226,656,107,1
7,34,238,4.857,0.273,0.761,1.48,65,181,44,1
15,154,2310,10.267,0.423,0.704,5.84,976,1626,167,1
34,25,850,0.735,0.256,0.534,2.06,218,454,106,5
13,104,1352,8.0,0.246,0.699,4.05,332,945,82,1
6,32,192,5.333,0.417,0.964,2.11,80,185,38,1
14,340,4760,24.286,0.259,0.592,2.45,1232,2819,503,1
11,357,3927,32.455,0.215,0.823,1.55,845,3232,546,1
4,10,40,2.5,0.6,0.8,4.0,24,32,6,1
9,35,315,3.889,0.362,0.825,1.97,114,260,58,1
3,54,162,18.0,0.364,0.519,8.43,59,84,7,2
8,21,168,2.625,0.363,0.774,1.69,61,130,36,1
12,73,876,6.083,0.257,0.591,2.14,225,518,105,1
12,72,864,6.0,0.638,0.918,6.12,551,793,90,1
3,4,12,1.333,0.917,0.917,11.0,11,11,1,1
5,39,195,7.8,0.395,0.826,3.67,77,161,21,1
7,13,91,1.857,0.264,0.648,1.41,24,59,17,1
11,57,627,5.182,0.295,0.719,2.47,185,451,75,1
9,97,873,10.778,0.466,0.973,2.42,407,849,168,1
6,32,192,5.333,0.286,0.76,1.41,55,146,39,1
8,43,344,5.375,0.326,0.75,1.81,112,258,62,1
8,22,176,2.75,0.324,0.909,1.78,57,160,32,1
28,32,896,1.143,0.501,0.744,7.02,449,667,64,1
16,393,6288,24.563,0.341,0.653,5.13,2145,4103,418,1
8,16,128,2.0,0.461,0.93,2.57,59,119,23,1
9,69,621,7.667,0.209,0.808,1.38,130,502,94,1
54,1,54,0.019,1.0,1.0,54.0,54,54,1,4
8,29,232,3.625,0.453,0.996,2.1,105,231,50,1
5,203,1015,40.6,0.239,0.859,1.3,243,872,187,1
8,15,120,1.875,0.417,0.925,2.17,50,111,23,1
16,391,6256,24.438,0.401,0.674,5.26,2508,4219,477,1
7,56,392,8.0,0.143,0.401,1.56,56,157,36,1
7,27,189,3.857,0.37,0.841,1.79,70,159,39,1
8,535,4280,66.875,0.171,0.697,1.27,731,2984,575,1
1,10,10,10.0,0.9,1.0,9.0,9,10,1,2
1,35,35,35.0,0.2,1.0,1.17,7,35,6,1
30,60,1800,2.0,0.154,0.457,1.85,278,823,150,5
10,176,1760,17.6,0.257,0.583,1.72,452,1026,263,1
8,59,472,7.375,0.206,0.691,3.13,97,326,31,1
9,534,4806,59.333,0.184,0.733,1.34,884,3524,661,1
7,60,420,8.571,0.286,0.886,1.5,120,372,80,1
9,108,972,12.0,0.389,0.88,2.22,378,855,170,1
7,31,217,4.429,0.382,0.811,1.84,83,176,45,1
1,180,180,180.0,0.983,1.0,88.5,177,180,2,2
11,23,253,2.091,0.415,0.858,3.5,105,217,30,1
12,20,240,1.667,0.525,0.854,9.0,126,205,14,1
6,16,96,2.667,0.49,0.938,2.14,47,90,22,1
8,35,280,4.375,0.382,1.0,2.02,107,280,53,1
9,54,486,6.0,0.391,0.817,1.98,190,397,96,1
10,262,2620,26.2,0.19,0.601,1.32,499,1575,377,1
9,24,216,2.667,0.218,0.588,1.38,47,127,34,1
11,12,132,1.091,0.5,0.841,4.13,66,111,16,1
17,398,6766,23.412,0.32,0.608,5.3,2162,4117,408,1
10,43,430,4.3,0.256,0.707,1.8,110,304,61,1
9,20,180,2.222,0.361,0.7,2.32,65,126,28,1
7,41,287,5.857,0.254,0.697,1.43,73,200,51,1
9,81,729,9.0,0.322,0.819,2.22,235,597,106,1
8,13,104,1.625,0.442,0.981,2.0,46,102,23,1
9,333,2997,37.0,0.237,0.671,1.57,711,2011,452,1
11,272,2992,24.727,0.26,0.681,1.82,778,2038,428,1
7,6,42,0.857,0.5,1.0,2.33,21,42,9,1
8,37,296,4.625,0.375,0.922,1.61,111,273,69,1
8,38,304,4.75,0.401,0.747,2.65,122,227,46,1
10,511,5110,51.1,0.161,0.634,1.43,822,3238,575,1
7,33,231,4.714,0.351,0.957,1.45,81,221,56,1
5,88,440,17.6,0.364,0.775,1.67,160,341,96,1
8,8,64,1.0,0.516,1.0,2.54,33,64,13,1
7,46,322,6.571,0.416,0.776,2.63,134,250,51,1
7,115,805,16.429,0.273,0.704,1.72,220,567,128,1
10,271,2710,27.1,0.251,0.754,1.88,679,2044,362,1
7,31,217,4.429,0.415,0.783,2.31,90,170,39,1
7,16,112,2.286,0.295,0.92,1.18,33,103,28,1
8,272,2176,34.0,0.197,0.629,1.38,428,1369,310,1
8,242,1936,30.25,0.171,0.409,1.45,331,792,228,1
7,43,301,6.143,0.243,0.807,3.48,73,243,21,1
16,181,2896,11.313,0.4,0.759,5.1,1157,2198,227,1
8,27,216,3.375,0.343,0.778,1.76,74,168,42,1
11,83,913,7.545,0.274,0.9,1.71,250,822,146,1
9,222,1998,24.667,0.202,0.711,1.52,403,1421,266,1
17,2,34,0.118,0.706,0.706,24.0,24,24,1,4
8,21,168,2.625,0.411,0.994,2.56,69,167,27,1
9,42,378,4.667,0.312,0.889,1.97,118,336,60,1
5,7,35,1.4,0.2,0.314,7.0,7,11,1,2
8,162,1296,20.25,0.204,0.412,3.12,265,534,85,1
10,2,20,0.2,0.55,0.6,11.0,11,12,1,2
9,85,765,9.444,0.308,0.744,1.95,236,569,121,1
8,36,288,4.5,0.427,1.0,2.05,123,288,60,1
8,5,40,0.625,0.375,0.95,1.67,15,38,9,1
9,353,3177,39.222,0.187,0.634,1.45,594,2013,411,1
9,18,162,2.0,0.259,0.71,1.56,42,115,27,1
8,75,600,9.375,0.373,0.955,1.95,224,573,115,1
5,16,80,3.2,0.425,1.0,1.36,34,80,25,1
8,69,552,8.625,0.279,0.687,1.5,154,379,103,1
7,16,112,2.286,0.42,0.768,2.14,47,86,22,1
8,13,104,1.625,0.587,0.837,4.69,61,87,13,1
9,43,387,4.778,0.388,0.886,2.73,150,343,55,1
7,33,231,4.714,0.364,0.753,1.68,84,174,50,1
8,19,152,2.375,0.388,0.664,2.19,59,101,27,1
12,26,312,2.167,0.224,0.907,1.63,70,283,43,1
7,35,245,5.0,0.494,1.0,2.2,121,245,55,1
17,389,6613,22.882,0.344,0.678,5.0,2273,4481,455,1
1,67,67,67.0,0.985,1.0,66.0,66,67,1,2
13,239,3107,18.385,0.239,0.615,2.16,742,1912,343,1
8,18,144,2.25,0.354,0.757,1.65,51,109,31,1
5,58,290,11.6,0.09,0.259,1.18,26,75,22,1
8,23,184,2.875,0.321,0.897,1.51,59,165,39,1
10,41,410,4.1,0.302,0.69,2.07,124,283,60,1
16,376,6016,23.5,0.371,0.58,5.57,2232,3490,401,1
8,59,472,7.375,0.186,0.672,1.49,88,317,59,1
5,128,640,25.6,0.759,0.764,162.0,486,489,3,2
9,207,1863,23.0,0.177,0.632,1.29,330,1178,255,1
8,82,656,10.25,0.434,0.75,2.91,285,492,98,1
54,1,54,0.019,1.0,1.0,54.0,54,54,1,4
5,17,85,3.4,0.576,0.953,2.33,49,81,21,1
4,108,432,27.0,0.778,0.826,56.0,336,357,6,2
8,180,1440,22.5,0.371,0.832,2.32,534,1198,230,1
12,8,96,0.667,0.302,1.0,2.9,29,96,10,1
1,13,13,13.0,0.769,1.0,5.0,10,13,2,1
15,342,5130,22.8,0.24,0.548,2.49,1232,2810,495,1
8,31,248,3.875,0.371,0.782,2.0,92,194,46,1
10,18,180,1.8,0.522,0.772,8.55,94,139,11,1
7,133,931,19.0,0.211,0.559,1.75,196,520,112,1
7,38,266,5.429,0.414,0.846,2.44,110,225,45,1
12,10,120,0.833,0.442,0.792,5.3,53,95,10,1
10,97,970,9.7,0.423,0.832,2.48,410,807,165,1
10,327,3270,32.7,0.379,0.767,2.75,1239,2508,450,1
86,67,5762,0.779,0.164,0.935,2.37,947,5386,399,5
4,253,1012,63.25,0.129,0.66,1.41,131,668,93,1
6,6,36,1.0,0.361,0.778,1.63,13,28,8,1
7,17,119,2.429,0.412,0.933,2.72,49,111,18,1
4,96,384,24.0,0.417,0.753,2.19,160,289,73,1
12,69,828,5.75,0.407,0.833,3.15,337,690,107,1
5,20,100,4.0,0.47,0.73,2.35,47,73,20,1
10,272,2720,27.2,0.279,0.789,1.98,758,2147,382,1
1,148,148,148.0,0.959,1.0,47.33,142,148,3,2
6,4,24,0.667,0.458,1.0,2.2,11,24,5,1
9,310,2790,34.444,0.17,0.792,1.27,475,2211,375,1
4,6,24,1.5,0.333,0.792,2.0,8,19,4,1
13,409,5317,31.462,0.267,0.582,2.23,1421,3095,637,1
5,7,35,1.4,0.4,0.657,2.33,14,23,6,1
5,4,20,0.8,0.65,0.85,3.25,13,17,4,1
8,117,936,14.625,0.201,0.698,1.45,188,653,130,1
24,177,4248,7.375,0.508,0.927,8.05,2157,3939,268,1
6,21,126,3.5,0.198,0.444,1.67,25,56,15,4
11,193,2123,17.545,0.243,0.683,1.59,516,1451,325,1
6,24,144,4.0,0.257,0.771,1.42,37,111,26,1
12,8,96,0.667,0.438,0.51,42.0,42,49,1,1
9,535,4815,59.444,0.156,0.688,1.35,752,3312,555,1
13,188,2444,14.462,0.188,0.71,1.67,460,1736,275,1
8,40,320,5.0,0.347,0.913,1.63,111,292,68,1
9,64,576,7.111,0.491,0.984,2.57,283,567,110,1
7,215,1505,30.714,0.548,0.997,3.35,824,1500,246,1
14,38,532,2.714,0.244,0.489,2.95,130,260,44,1
8,35,280,4.375,0.396,0.986,1.88,111,276,59,1
11,156,1716,14.182,0.224,0.71,1.52,385,1219,253,1
1,49,49,49.0,0.286,1.0,7.0,14,49,2,1
9,21,189,2.333,0.317,0.778,2.61,60,147,23,1
9,44,396,4.889,0.24,0.775,1.42,95,307,67,1
9,9,81,1.0,0.272,0.753,1.38,22,61,16,1
9,80,720,8.889,0.304,0.838,1.8,219,603,122,1
8,62,496,7.75,0.296,0.869,1.81,147,431,81,1
7,11,77,1.571,0.403,0.974,1.48,31,75,21,1
7,19,133,2.714,0.398,0.977,1.77,53,130,30,1
6,96,576,16.0,0.309,0.925,1.73,178,533,103,1
7,58,406,8.286,0.212,0.842,2.26,86,342,38,1
9,510,4590,56.667,0.148,0.537,1.33,681,2465,513,1
7,28,196,4.0,0.337,0.99,2.13,66,194,31,1
2,536,1072,268.0,0.537,0.622,24.0,576,667,24,2
10,19,190,1.9,0.363,0.837,2.46,69,159,28,1
12,45,540,3.75,0.467,0.694,6.63,252,375,38,1
7,100,700,14.286,0.279,0.98,1.63,195,686,120,1
8,25,200,3.125,0.385,0.615,2.75,77,123,28,1
3,9,27,3.0,0.296,1.0,1.33,8,27,6,1
10,9,90,0.9,0.522,0.656,9.4,47,59,5,1
7,69,483,9.857,0.188,0.754,1.28,91,364,71,1
8,33,264,4.125,0.436,0.886,1.89,115,234,61,1
9,508,4572,56.444,0.128,0.53,1.27,587,2425,461,1
8,40,320,5.0,0.281,0.872,1.45,90,279,62,1
5,9,45,1.8,0.333,1.0,1.88,15,45,8,1
24,186,4464,7.75,0.505,0.989,7.4,2256,4413,305,1
9,55,495,6.111,0.255,0.697,1.38,126,345,91,1
11,101,1111,9.182,0.267,0.849,1.72,297,943,173,1
11,80,880,7.273,0.492,0.882,4.98,433,776,87,1
6,13,78,2.167,0.359,1.0,1.87,28,78,15,1
10,413,4130,41.3,0.315,0.731,2.47,1302,3018,527,1
11,272,2992,24.727,0.275,0.743,2.1,824,2222,392,1
1,57,57,57.0,0.456,1.0,3.71,26,57,7,2
1,32,32,32.0,0.719,1.0,5.75,23,32,4,2
1,145,145,145.0,0.972,1.0,35.25,141,145,4,2
6,10,60,1.667,0.267,0.55,1.78,16,33,9,1
9,17,153,1.889,0.523,0.869,7.27,80,133,11,1
6,45,270,7.5,0.456,0.967,1.64,123,261,75,1
5,56,280,11.2,0.121,0.471,1.31,34,132,26,1
6,5,30,0.833,0.367,0.867,2.75,11,26,4,1
7,26,182,3.714,0.269,0.929,1.23,49,169,40,1
13,213,2769,16.385,0.359,0.658,4.65,995,1821,214,1
8,25,200,3.125,0.31,0.67,1.63,62,134,38,1
11,427,4697,38.818,0.566,0.57,189.79,2657,2676,14,2
9,54,486,6.0,0.292,0.957,1.48,142,465,96,1
6,14,84,2.333,0.571,0.976,2.4,48,82,20,1
9,508,4572,56.444,0.16,0.52,1.3,732,2379,563,1
7,34,238,4.857,0.298,0.937,1.31,71,223,54,1
5,13,65,2.6,0.292,0.892,1.46,19,58,13,1
8,4,32,0.5,0.438,0.656,4.67,14,21,3,1
8,19,152,2.375,0.368,0.704,2.33,56,107,24,1
9,122,1098,13.556,0.378,0.961,2.73,415,1055,152,1
7,14,98,2.0,0.337,0.898,1.94,33,88,17,1
8,67,536,8.375,0.381,0.746,2.49,204,400,82,1
8,16,128,2.0,0.398,0.695,2.55,51,89,20,2
7,315,2205,45.0,0.056,0.248,1.13,124,546,110,1
7,18,126,2.571,0.302,0.984,1.36,38,124,28,1
12,67,804,5.583,0.376,0.751,2.99,302,604,101,1
7,123,861,17.571,0.265,0.626,1.66,228,539,137,1
6,19,114,3.167,0.316,0.886,1.8,36,101,20,1
8,273,2184,34.125,0.215,0.808,1.27,469,1764,369,1
8,8,64,1.0,0.484,1.0,3.44,31,64,9,1
7,31,217,4.429,0.221,0.853,1.78,48,185,27,1
7,13,91,1.857,0.407,0.978,1.76,37,89,21,1
8,70,560,8.75,0.298,0.914,1.76,167,512,95,1
8,21,168,2.625,0.262,0.696,1.52,44,117,29,1
2,204,408,102.0,0.412,0.681,10.5,168,278,16,2
17,77,1309,4.529,0.314,0.76,2.94,411,995,140,1
8,6,48,0.75,0.375,1.0,1.64,18,48,11,1
9,275,2475,30.556,0.202,0.717,1.39,500,1775,359,1
14,34,476,2.429,0.279,0.851,3.09,133,405,43,1
10,179,1790,17.9,0.2,0.758,1.41,358,1356,254,1
8,99,792,12.375,0.351,0.962,1.66,278,762,167,1
9,177,1593,19.667,0.196,0.75,1.38,313,1195,227,1
52,461,23972,8.865,0.192,0.248,11.52,4607,5938,400,5
7,10,70,1.429,0.386,0.914,2.08,27,64,13,1
36,48,1728,1.333,0.143,0.437,3.58,247,755,69,5
5,13,65,2.6,0.477,0.938,1.48,31,61,21,1
7,8,56,1.143,0.357,0.893,2.22,20,50,9,1
8,9,72,1.125,0.417,1.0,2.31,30,72,13,1
10,21,210,2.1,0.329,0.843,2.56,69,177,27,1
8,12,96,1.5,0.458,0.938,2.59,44,90,17,1
10,128,1280,12.8,0.355,0.751,2.25,455,961,202,1
10,271,2710,27.1,0.193,0.693,1.37,522,1878,380,1
6,95,570,15.833,0.209,0.667,1.63,119,380,73,1
10,64,640,6.4,0.514,0.966,2.84,329,618,116,1
8,12,96,1.5,0.438,1.0,2.0,42,96,21,1
7,14,98,2.0,0.316,0.908,1.94,31,89,16,1
7,143,1001,20.429,0.113,0.528,1.47,113,529,77,1
8,19,152,2.375,0.368,1.0,1.75,56,152,32,1
17,110,1870,6.471,0.175,0.603,1.46,328,1128,224,1
9,280,2520,31.111,0.165,0.684,1.24,415,1724,336,1
9,518,4662,57.556,0.096,0.429,1.25,449,2001,360,1
6,114,684,19.0,0.278,0.741,1.76,190,507,108,1
8,29,232,3.625,0.345,0.681,2.0,80,158,40,1
7,44,308,6.286,0.169,0.455,1.58,52,140,33,1
7,38,266,5.429,0.259,0.688,1.5,69,183,46,1
9,80,720,8.889,0.338,0.954,2.04,243,687,119,1
7,52,364,7.429,0.266,0.959,1.21,97,349,80,1
12,102,1224,8.5,0.257,0.804,1.77,315,984,178,1
7,18,126,2.571,0.238,0.714,1.15,30,90,26,1
10,20,200,2.0,0.605,0.795,8.07,121,159,15,1
11,8,88,0.727,0.511,0.852,9.0,45,75,5,1
9,99,891,11.0,0.312,0.826,2.16,278,736,129,1
5,3,15,0.6,0.533,0.733,8.0,8,11,1,1
7,35,245,5.0,0.453,0.873,2.47,111,214,45,1
7,65,455,9.286,0.407,0.895,2.18,185,407,85,1
9,82,738,9.111,0.352,0.798,2.63,260,589,99,1
9,272,2448,30.222,0.269,0.696,1.93,659,1704,342,1
9,121,1089,13.444,0.399,0.843,2.4,434,918,181,1
11,53,583,4.818,0.249,0.734,1.93,145,428,75,1
2,22,44,11.0,0.75,0.75,33.0,33,33,1,2
9,22,198,2.444,0.192,0.697,1.31,38,138,29,1
4,12,48,3.0,0.146,1.0,1.0,7,48,7,1
25,186,4650,7.44,0.478,0.953,7.16,2221,4433,310,1
12,410,4920,34.167,0.333,0.661,2.69,1636,3254,608,1
16,92,1472,5.75,0.245,0.522,3.61,361,769,100,1
8,103,824,12.875,0.142,0.62,1.17,117,511,100,1
10,15,150,1.5,0.36,0.813,2.08,54,122,26,1
9,508,4572,56.444,0.164,0.69,1.22,748,3154,614,1
6,9,54,1.5,0.148,0.296,4.0,8,16,2,5
12,497,5964,41.417,0.297,0.733,2.25,1773,4374,789,1
5,4,20,0.8,0.35,0.6,2.33,7,12,3,1
1,45,45,45.0,0.933,1.0,21.0,42,45,2,2
10,57,570,5.7,0.556,0.719,5.2,317,410,61,1
11,146,1606,13.273,0.238,0.58,1.83,383,932,209,1
24,166,3984,6.917,0.905,0.98,17.08,3604,3905,211,1
11,118,1298,10.727,0.26,0.817,2.01,338,1061,168,1
7,37,259,5.286,0.282,0.772,1.35,73,200,54,1
9,102,918,11.333,0.214,0.708,1.3,196,650,151,1
8,48,384,6.0,0.341,0.737,1.96,131,283,67,1
17,24,408,1.412,0.4,0.838,4.79,163,342,34,1
11,118,1298,10.727,0.459,0.742,4.81,596,963,124,1
3,3,9,1.0,0.889,0.889,8.0,8,8,1,1
9,46,414,5.111,0.242,0.575,1.43,100,238,70,1
7,14,98,2.0,0.347,0.949,1.79,34,93,19,1
9,77,693,8.556,0.251,0.56,1.87,174,388,93,1
9,92,828,10.222,0.35,0.917,2.07,290,759,140,1
8,21,168,2.625,0.28,0.923,1.38,47,155,34,1
8,55,440,6.875,0.225,0.645,1.77,99,284,56,1
9,37,333,4.111,0.444,0.898,2.08,148,299,71,1
12,118,1416,9.833,0.255,0.7,2.06,361,991,175,1
8,16,128,2.0,0.328,0.961,1.91,42,123,22,1
10,227,2270,22.7,0.225,0.97,1.64,510,2202,311,1
10,259,2590,25.9,0.351,0.779,2.51,908,2018,362,1
6,22,132,3.667,0.197,1.0,2.89,26,132,9,1
11,271,2981,24.636,0.162,0.542,1.36,483,1616,355,1
13,37,481,2.846,0.322,0.992,3.52,155,477,44,1
5,10,50,2.0,0.36,1.0,1.29,18,50,14,1
7,30,210,4.286,0.305,0.871,1.64,64,183,39,1
8,18,144,2.25,0.472,1.0,2.52,68,144,27,1
3,3,9,1.0,0.778,0.778,7.0,7,7,1,1
8,41,328,5.125,0.232,0.527,1.55,76,173,49,1
7,18,126,2.571,0.167,0.437,2.63,21,55,8,1
9,95,855,10.556,0.284,0.849,1.91,243,726,127,1
28,82,2296,2.929,0.271,0.39,8.9,623,895,70,1
6,44,264,7.333,0.447,0.811,2.11,118,214,56,1
10,85,850,8.5,0.324,0.675,2.25,275,574,122,1
8,30,240,3.75,0.433,1.0,2.12,104,240,49,1
9,116,1044,12.889,0.339,0.88,1.86,354,919,190,1
10,144,1440,14.4,0.256,0.625,1.8,368,900,205,1
25,1,25,0.04,1.0,1.0,25.0,25,25,1,4
9,272,2448,30.222,0.269,0.763,1.87,659,1868,353,1
9,45,405,5.0,0.425,0.938,2.77,172,380,62,1
14,192,2688,13.714,0.234,0.589,2.28,628,1584,275,1
9,169,1521,18.778,0.333,0.726,2.3,507,1104,220,1
9,41,369,4.556,0.336,0.694,1.91,124,256,65,1
9,29,261,3.222,0.188,0.502,1.48,49,131,33,1
9,46,414,5.111,0.292,0.676,1.92,121,280,63,1
1,14,14,14.0,0.571,1.0,2.0,8,14,4,2
10,10,100,1.0,0.35,0.89,1.94,35,89,18,1
5,4,20,0.8,0.7,0.8,7.0,14,16,2,1
11,154,1694,14.0,0.187,0.522,1.94,317,884,163,1
9,20,180,2.222,0.3,0.972,1.74,54,175,31,1
6,13,78,2.167,0.231,0.487,3.0,18,38,6,1
6,14,84,2.333,0.298,0.619,1.79,25,52,14,1
5,18,90,3.6,0.322,1.0,1.45,29,90,20,1
1,42,42,42.0,0.31,1.0,2.6,13,42,5,2
9,13,117,1.444,0.53,0.88,3.26,62,103,19,1
9,46,414,5.111,0.297,0.833,1.66,123,345,74,1
8,69,552,8.625,0.366,0.897,1.94,202,495,104,1
4,7,28,1.75,0.286,1.0,2.0,8,28,4,5
8,163,1304,20.375,0.383,0.982,2.79,500,1280,179,1
7,11,77,1.571,0.143,0.558,1.57,11,43,7,1
8,32,256,4.0,0.375,0.98,2.09,96,251,46,1
10,262,2620,26.2,0.288,0.742,1.79,754,1945,421,1
9,23,207,2.556,0.3,1.0,1.51,62,207,41,1
14,2,28,0.143,0.536,0.536,15.0,15,15,1,4
10,330,3300,33.0,0.225,0.771,1.44,744,2545,518,1
8,6,48,0.75,0.333,0.979,1.78,16,47,9,1
6,181,1086,30.167,0.298,0.684,1.69,324,743,192,1
13,409,5317,31.462,0.277,0.573,2.65,1475,3049,556,1
10,22,220,2.2,0.323,0.814,2.09,71,179,34,1
2,21,42,10.5,0.452,1.0,6.33,19,42,3,2
11,8,88,0.727,0.705,1.0,7.75,62,88,8,1
5,6,30,1.2,0.367,0.767,3.67,11,23,3,1
11,25,275,2.273,0.335,0.931,2.56,92,256,36,1
14,372,5208,26.571,0.378,0.586,4.99,1971,3050,395,1
12,117,1404,9.75,0.231,0.712,1.68,324,1000,193,1
8,184,1472,23.0,0.237,0.777,1.64,349,1144,213,1
9,250,2250,27.778,0.36,0.733,2.56,810,1649,316,1
10,22,220,2.2,0.377,0.614,2.44,83,135,34,1
8,76,608,9.5,0.314,0.711,1.87,191,432,102,1
8,9,72,1.125,0.389,0.736,2.15,28,53,13,1
8,26,208,3.25,0.37,0.822,1.75,77,171,44,1
19,130,2470,6.842,0.208,0.65,1.93,514,1606,267,1
7,95,665,13.571,0.296,0.982,1.64,197,653,120,1
7,74,518,10.571,0.16,0.83,1.12,83,430,74,1
10,251,2510,25.1,0.151,0.567,1.29,378,1423,293,1
8,37,296,4.625,0.182,0.649,1.35,54,192,40,1
1,123,123,123.0,0.163,1.0,1.05,20,123,19,1
67,30,2010,0.448,0.169,0.46,2.26,339,924,150,5
9,124,1116,13.778,0.367,0.705,2.85,410,787,144,1
3,4,12,1.333,0.667,0.667,8.0,8,8,1,1
